,rating,testimony,itemId,userId,testimony_check
5070,1,Amazon was very deceiving because I tried to buy an Amazon Alexa Echo but only typed Amazon Alexa and this 808 speaker was shown first. I ordered thinking it was Amazon Echo but it’s only a speaker using the Amazon app. It’s difficult to set it up and to this day Alexa is still not playing music from my Spotify Premium account and I don’t understand why. Accounts are set up and connected but still Alexa understands the command but doesn’t play the music. This speaker doesn’t work with battery so you can’t charge it. If not connected then it stops working.,34,102,neg
5071,1,Doesn’t connect to all the music sites it says it will. No Pandora...etc. What’s up with that? And doesn’t play long term...shuts off. Wouldn’t buy it again,34,103,neg
5072,1,The speaker works but the volume is very low.,34,104,neu
5073,2,Couldn't get it to connect with the Echo (2nd Generation) sent back and got 2 Echo dots.,34,105,neg
5074,5,It was a gift to my wife. She likes it. Nothing else matters. I’ve asked it about weather a couple times,34,106,pos
5075,5,The best part was the easy set up. It's basically plug and play. Awesome Amazon!!!,34,107,pos
5076,5,"I love my new Alexa, I am still learning how to use it but it has made my life easier. I love that I can turn my lights on and off without getting up or start my day off with a fresh cup of coffee with Alexis help.",34,108,pos
5077,5,Ive had jbl speakers for years. I was looking into getting a updated bluetooth speaker. I read a ton of reviews about ultimate ears and this speaker hasnt disappointed me at all. It's great sound.,35,200,pos
5078,5,"I love portable bluetooth speakers, but I also have five children. So, I tend to go through a lot of portable electronics (among other things). I bought this speaker after watching an in-store demonstration where an employee started playing music before proceeding to launch the speaker across the store like a football several times before finally submerging the speaker in a tank of water. The speaker never missed a beat. My personal experience has been the same. My toddlers are constantly knocking my speaker off of shelves and have given it several well intentioned baths. Aside fron a few small scratches, the speaker is as good as new. The quality of the soeakwr is also great for its size. Music is clear and crisp and the speaker gets loud. The speaker also sounds the same no matter what direction you turn it. My only complaint is the bass is not as deep as other speakers, namely JBLs. However, the durabiliry of this speaker more than compensates for the bass.",35,201,pos
5079,4,"This is a great music player. I would have given it 5 stars, but I did not read all the small print. It does not come with a charger. It only comes with the usb cord. This was disappointing because I will now have to order a charger..... but it is my fault, I did not read and consider whether it came with a charger. If you want one with a charger, don't order this one. Buyer beware.... ",35,202,neg
5080,5,"I love this speaker, i use it almost daily; while taking a shower or cleaning up around the house. This speaker is loud enough to be heard everywhere. The quality is what you would expect of Logitech and the UE series or products. I have the app with the speaker so I can remotely turn it on with Bluetooth from another room if I choose to or just scare someone who wasn't expecting it to turn on by itself. My 4 year old daughter has dropped it quite a few times and it still works flawlessly. The connecting/disconnecting alert isn't annoying or loud. The battery last quite a long time, i only have to charge it maybe once a week. When you plug in the charger it has a nice pulsing LED that tells you it's charging.",35,203,pos
5081,5,"Great sound on this product. Furthermore, this is the best price I could find for this unit which allowed me to splurge for the SquareTrade agreement in addition. Setup is easy through iOS (iPhone 7 Plus), and using their UEBoom app to update the firmware was a plus. I use this as my bathroom speaker, mostly. But it's enough to fill the house if we should need to. This is my favorite Bluetooth speaker so far, and I used to work at a large fruit company as a supervisor in their stores. I've heard a lot of speakers and these are some of the best.",35,204,pos
5082,5,"This is my second one. To my ears (that's important as SQ is totally subjective) these speakers sound more natural, go deeper in a balanced, tighter manner, have surprisingly clear mids and ok, thought clipped, highs. The first one I bought was lucky as I put zero thought into it. This one I researched and compared it to the UE Megaboom, JBL Charge 3, JBL Xtreme, Bose Revolve+ and Bose Soundlink III. Both my partner and I preferred the Boom 2 in every audible criteria we had. Its not an audiophile speaker by any stretch of the imagination. But its not annoying and to those of us with decent sound systems, cheap speakers can be tests in listening endurance.",35,205,pos
5083,5,"Great speaker with enough oomph to fill a medium sized room. The app works great and even allows you to turn the speaker on/off through your phone. I picked up a second one to make use of the party mode which allows you to either sync up both speakers for true stereo seperation. Build quality is rock solid and I have no worries about bringing the Boom 2 anywhere. UE's newest version, the Blast has some updated bells and whistles, but this older iteration still sounds great and offers awesome value now that the price has dropped.",35,206,pos
5084,3,"I was hopping for louder sound to fill the room. I like richer and full sound, more bass. Personally, slightly disappointed. Speaker is OK, not great. However, sound is very subjective. what is great for one is not great for the other. ",35,207,neg
5085,3,"The speaker sounds great, but the battery life is maybe 2 hours and it is brand new. I have the wonderboom and it is much better. Very disappointed with the battery life. otherwise a great speaker",35,208,pos
5086,5,"This is the perfect solution for traveling international and using your personal devices such as electric grooming items, cell phone/chargers and laptop/tablet. I travel internationally frequently so this ""one size fits all"" is perfect. I can now leave my pouch of several adapters behind.",36,300,pos
5087,5,Easy to use . Tested for power and the lights come up. Has many different plug and the best thing is the surge protection and it comes wirh a spare !,36,301,pos
5088,5,Heavy and great for travling,36,302,pos
5089,5,So far quite satisfied with the product. Has same safety mechanisms that is comforting. Looks very sleek and durable. Definitely would recommend.,36,303,pos
5090,5,"Worked very well for this first use in France,Germany and Switzerland.",36,304,pos
5091,5,"I bought this for one of my children traveling to Europe to work there for a year. It is absolute perfect, it has everything in one place for all the places in Europe. She can travel and not worry about using her laptop or charging her phone, etc. For anybody traveling a lot, this is the adapter to get, the one that does it all. ",37,700,pos
5092,5,"Great little product. Seems to work well so far. Nice to have so many USBs in addition to the main plug. I do see that it's a little loose in the outlet as some have said, but It stays in the wall fine with a semi-heavy adapter attached. Will give it a fill test next week in France, but so far seems great. Carrying case is a bonus.",37,701,pos
5093,5,Love this charger! Its lightweight anf compact. I can easily carry it in my bag. Plus it has 4 ports! I can charge so many devices at the same time and they all charge fast. I haven't noted any delays in charging or slow charging. 2.4 ans 2.1 A port so you can pick n choose. I charge my watch n phone with this! Plus when Im travelling abroad i take it with me so I dont need to buy a whole new charger! Worked fine in Asia and Europe!,37,702,pos
5094,5,"This compact multi-county adapter is just as advertised. it is relatively small in size and comes in a zippered case (handy)--easy to toss into my travel bag (during or between trips). In addition, the locking mechanism is perfect...something you don't realize you need until you try to use an adapter without one!! it works just as described, and i will buy a second one for a friend. (PS....it DOESN'T include a converter for India, so if that is on your itinerary...you will need a separate plug.)",37,703,pos
5095,5,"I bought this for one of my children traveling to Europe to work there for a year. It is absolute perfect, it has everything in one place for all the places in Europe. She can travel and not worry about using her laptop or charging her phone, etc. For anybody traveling a lot, this is the adapter to get, the one that does it all. ",37,704,pos
5096,5,I like the fact that it comes in a small size and is easy to pack. I am waiting to use it overseas on our next trip. I think it is nice that it is all purpose because it has three different settings and can be used in many countries. I bought it because the last time we went overseas we needed to have an adapter to use any electronic device such as hair dryer or a shaver to make them work. Different countries have different voltages that they use for their electric appliances and our daily appliances will not work without an adapter.,37,705,pos
5097,5,"I just received the Power Plug adapter in Dec 2018... I purchased for an upcoming trip to Italy. While I haven't yet used it outside the USA, I can tell you that it's very easy to use, completely matches the description from the seller in it's ability to work in Europe, Australia, USA, etc. It's construction is solid and I tested it on my home outlet (of course in USA) and it worked great. My trip to Italy is in June 2019, following that trip, I'll provide an update to this review.",37,706,pos
5098,5,"This adapter is as small as it can possibly be, light weight and simple to use. It even comes with a very nice vinyl zipper case to protect your clothes from getting snagged by the various levers. The directions are clear, but it is well-marked and very intuitive, so they were virtually unnecessary. And — the price is right. Just FYI, if you are including Italy in your trip, you will need a separate adapter. Italy does not use the same electric plugs as the rest of the EU. ",37,707,pos
5099,2,"Not totally opearable in Paris. It charged our phones, but electrical plug did not work for one second.",37,708,neg
5100,1,I bought it for Europe and it did not work in France. I needed it to recharge my phone and it would not work.,37,709,neg
5101,1,I bought this adapter in advance for my trip to Europe. I tried it in every hotel I stayed at during my 11 day tour (4 hotels). It didn’t work. It was too late to send back so I’m stuck with it AND I had to buy a new one in Europe. I do not recommend this product. ,37,710,neg
5102,5,"We purchased this unit for a trip to Israel. We used it to charge I-phones, camera batteries, and power a curling iron. Being able to charge multiple devices at one time was perfect and saved time. Previous reviews were helpful.",38,800,pos
5103,1,"Attempted to use this voltage converter in hotel room in Jakarta, Indonesia. Within 10 seconds of turning it on, it made a popping noise, sparked, and emitted a puff of smoke. The power button no longer functioned (stuck ON) and the two plug outlets did not work. The 4 USB ports did still work. Am returning defective item for a refund",38,801,neg
5104,1,"This product only supports devices that they do not need convertor. Before purchasing this, first read the label of your device. Almost all the devices listed here, originally support both voltage (110 and 220). ",38,802,pos
5105,5,"I bought this in preparation for a vacation to a few European countries, and found it to be terrific -- it's reliable and I felt that it was safely down-stepping the higher voltage for my US products. As the product description states, this is not for stuff like hair dryers or electric irons -- but for my family's electronic devices (including chargin batteries for an older, high-end digital camera) it was superb. It weighs very little and is easy to re-pack and toss into a backpack. We were all VERY happy with this purchase.",38,803,pos
5106,1,"I’m not an EE, but something is clearly wrong with this device. It works but seems like the ground has AC voltage on it. When charging a MacBook Pro, the laptop’s aluminum case has a subtle pulsing “vibration” when you touch it. Did not seem to damage the laptop, but felt unsafe. Also, how did they get the tiny fan in this device to make so much noise?! Can double as a white noise generator, which is nice if you want a white noise generator.",38,804,pos
5107,4,This converts/charges as described. The fan only gets noisy if it's been running a long time but I never thought it was excessive. We mostly used it to charge our phones and tablets. I did use it for my straightener without trouble because the power was within the right range. Be aware that this is not recommended. I only did it a time or two with a straightener that is a spare. Though Switzerland is not listed it does say continental Europe. You need a different adapter in Switzerland. They are easy to get though I'd buy in the US. Switzerland is very expensive. I've been to 3 parts of Italy with no problems.,38,805,pos
5108,5,"My sister-in-law and I went on a trip to Italy and even though she had plug adapters, she did not have a converter so we both used this. The USB ports were very handy to charge our phones and cameras, and I ran it all night for my CPAP machine with no problems. We were in Italy for 15 days, multiple hotels and sites, and it worked like a charm everywhere we went. The converter was not noisy as some have stated. The sound is like a small fan on low speed. We barely noticed it. I like having the bag to keep everything together, even though I only took the Italy attachments with me on this trip. The only thing I could not use with it was a hair dryer, but I got one here on Amazon that is dual-voltage and was only about $20, and can be used at home or traveling, so that was fine.",38,806,pos
5109,4,"This worked well overseas! Charged multiple devices at one time which was nice. It was a bit bulkier than I had hoped causing me to use more space than I wanted. It has a fan that constantly runs when turned on, I knew this beforehand from reading other reviews but could be an issue for some. It isn't too loud for me but definitely noticeable. Overall a good product.",38,807,pos
5110,3,"Not leaving for a while so can't test it but there are no instructions as to which plug goes to which country, kind of forcing you to take them all. Also the size of the unit looks smaller on the ad than reality. They did not a lie as they did put in the measurements, I just never looked at a ruler. But when you look at the unit in all its parts, unit itself, plugs, cord etc it all adds up to pretty good. SO it gets a harsh rating of 3 because they should have sent complete instructions and added a pic that shows it all together. Looks solid though.",38,808,pos
5111,1,This power converter shot off sparks when I plugged in USB cable for my cell phone and broker while I was overseas. Luckily for me another person let me use their power converter to charge my phone. Cheaply made.,38,809,neu
5112,5,"We travel a lot to Europe where AC voltages vary quite a bit... our equipment, hair dryer, phone charger, tablet charger, etc are all 110ac, so regulating the European outlets is a must... we've used it many times and fully trust this converter.. the warranty is like purchasing an extended warranty, but free... 18 months is pretty much unheard of, that says a lot for the quality of a purchase.. I would recommend to anyone and everyone if you need to regulate your AC power, this is the item to get! (and it comes with all the wall adaptors)... SO, now you can travel worry free…",38,810,pos
5113,5,"This was great when I was traveling for a month overseas. Love all the ports that it had. My mom, sister, and I could all charge our phones and my mom's smart watch at the same time. lucky I could use the same adapter connection in Canada, Japan, and the Philippines so I only took one outlet adapter with me. I was loud when you start it up. You can hear it while it is on, sounds like there is a little fan inside of it. My cousins in Japan tried to plug in their stuff into my adapter but it didn't have enough watt for their stuff. This was a great product, it is heavy but I carried it in my backpack the whole time.",38,811,pos
5114,5,"I just got back from a trip to Ireland and it worked perfectly! I liked how I could use the USB ports and plug in and use a curling iron at the same time. It has a small light that lets you know it is on and it was great as a night light! With so many country options, it is perfect for the world traveler. I highly recommend it.",39,900,pos
5115,5,"I bought this to travel to Europe with family, with 4 iPhones and other USB devices, I bought another cheaper adapter with 2 USB ports. But we all loved this one because it has 4 USB ports and charges quicker.",39,901,pos
5116,5,"I travel quite frequently to different countries, so the multiple adapter function is wonderful. I just bought this adapter before my Iceland trip and it was great! Worked perfectly. Did not giggle too much in the port. Never fell out. Charges my devices quickly, and met my expectations. When you unplug it there will continue to be a blue glow for about a minute. This is fine, as it is just the remaining current that will quit soon. Definitely recommend. I find it worth the money",39,902,pos
5117,3,"I was so excited to receive this product ahead of a business trip to the UK and Austria. Basically, it’s good for plugging into each outlet while using a USB cable to charge your phone, smart, watch, etc., but I have been unable to use the adapter for plugging my laptop cable in and charging its battery. Pretty bummed since I had to presentations to deliver and a dead battery. Had to borrow a co-workers plug to get through!",39,903,pos
5118,1,My first trip out of the U.S. and. My new ( Christmas present ) Unidapt adapter refuses to charge my camera battery or anything else. I ended up using my friends converter and it did the job perfectly . I tried the U K outlets. Very disappointed. The other reviews tell a different story. I’ll get back to you and see how the company warranty works .,39,904,neu
5119,5,This is best thing I took with me to Great Britain. Worked in every hotel from Scotland to Cardiff and did the job great.,39,905,pos
5120,1,"I really hate to give such a low review since the adapter seemed to be fantastic out of the box. Unfortunately, when I landed in Austria, the spring-loaded fuse door won't stay closed which is a pain to deal with. It could be a simple manufacturing random error, but as for MY experience, I was not happy to get to another country and have to immediately go out and buy an adapter when I thought I had been prepared.",39,906,neg
5121,5,Perfect for my UK pot that needed a additional plug. Ez to figure out. Has a light that come on to show it works. As u see in pix they have this black button that opposite of the switches that pushes in when u want to switch push in or push back that specific outlet. Just tried it perfect that i got a second one. Enjoy,39,907,pos
5122,4,"Get it for when you travel! This was great for me that I went to several different countries in one trip and it worked for all of the countries. My flaws for this is that all of the USB ports don’t work. This is a pretty large product so beware, but it’s a good and solid product.",39,908,neu
5123,1,I went to Scotland and on the first usage this completely stopped working. It was also hard to move the different adapters in and out,39,909,neg
5124,5,"Although I won't actually be using it until next week, the adapter appears to be sturdy and very convenient to use. I ordered one of the brighter colors (blue) so it will be easy to locate in my luggage (rather than black like most electronics).",39,910,pos
5125,5,"This item is perfectly compact because you don’t need several separate international plugs (as my other units were). This takes the guess work out. I Traveled to South Africa recently and it was great! I simply inserted my usb cords into this product, slid out appropriate plug for that country, and inserted it into hotel outlet. There’s a UK, EU, etc. It worked without any issues. Throw away all those separate pieces of other adapters and just use this ONE!",40,1000,pos
5126,5,"This is a charger adapter plug for those who travel out of the country. However, as a added feature, it does include American outlets for charging your devices as well. One thing I really like is the ability ti charge more than one device on this plug as well. I dropped it kinda hard roo and it did not break. So, even if you are clumsy, this plug is a good choice.",40,1001,pos
5127,5,"For what you might pay for a cheaper made power adapter, you can get this much better made and more feature rich travel adapter. The USB ports work very well (I have charged three items at once). I have used this adapater in both AU and EU modes and have had no issues.",40,1002,pos
5128,5,No one can have too many adapters - I can be forgetful and get to a foreign country with no way to juice up my iphone and ipad. What I like about this converter is that it has 4 USB also has the ability to plug in any USB devices. The back has pop up prongs for the different converter types. It has a high quality build and is very solid and durable. Love the travel case also,40,1003,pos
5129,5,I travel internationally (US based) for work and pleasure. This will certainly come in handy for my upcoming trips!,40,1004,pos
5130,5,This is great for both international travel and stay at home. It’s got USB ports built in for charging.,40,1005,pos
5131,4,"Would be 5 stars but had to be very careful with how you plugged this in to the wall. Sometimes it wouldn't even stay in so i would need to find a different outlet. Other than that, i was able to charge 4 phones and a tablet at the same time without issue.",40,1006,neu
5132,4,Good product,40,1007,pos
5133,4,"I bought this for an upcoming trip to Ireland. I like the versatility of being able to use it in other countries as well. It has plugs for all of my travel needs,and it comes with a little case to keep it in. I only gave 4 stars because I haven't used it yet, but would definitely give five after successful use.",40,1008,pos
